question,label
동찬 전화보내야 겠어,S-Target O O
성현 전화보내야 겠어,S-Target O O
방지 전화보내야 겠어,S-Target O O
형근이 전화보내야 겠어,S-Target O O
이천우 전화보내야 겠어,S-Target O O
이경원 전화보내야 겠어,S-Target O O
박세훈 전화보내야 겠어,S-Target O O
김민이 전화보내야 겠어,S-Target O O
무전남겨쥬 이천우,O S-Target
무전남겨쥬 민이,O S-Target
무전남겨쥬 경원,O S-Target
무전남겨쥬 세훈,O S-Target
무전남겨쥬 천우,O S-Target
무전남겨쥬 설아,O S-Target
무전남겨쥬 제니,O S-Target
무전남겨쥬 소담,O S-Target
무전남겨쥬 다솜,O S-Target
무전남겨쥬 가이,O S-Target
무전남겨쥬 규빈,O S-Target
무전남겨쥬 그리,O S-Target
무전남겨쥬 보담,O S-Target
무전남겨쥬 가브리엘,O S-Target
무전남겨쥬 수빈,O S-Target
무전남겨쥬 동찬,O S-Target
무전남겨쥬 성현,O S-Target
무전남겨쥬 방지,O S-Target
무전남겨쥬 형근이,O S-Target
무전남겨쥬 이경원,O S-Target
무전남겨쥬 박세훈,O S-Target
무전남겨쥬 김민이,O S-Target
김민이 무전칠까,S-Target O
민이 무전칠까,S-Target O
경원 무전칠까,S-Target O
세훈 무전칠까,S-Target O
천우 무전칠까,S-Target O
설아 무전칠까,S-Target O
제니 무전칠까,S-Target O
소담 무전칠까,S-Target O
다솜 무전칠까,S-Target O
가이 무전칠까,S-Target O
규빈 무전칠까,S-Target O
그리 무전칠까,S-Target O
보담 무전칠까,S-Target O
가브리엘 무전칠까,S-Target O
수빈 무전칠까,S-Target O
동찬 무전칠까,S-Target O
성현 무전칠까,S-Target O
방지 무전칠까,S-Target O
형근이 무전칠까,S-Target O
이천우 무전칠까,S-Target O
이경원 무전칠까,S-Target O
박세훈 무전칠까,S-Target O
소담한테 연락보내니,S-Target O
민이 연락보내니,S-Target O
경원 연락보내니,S-Target O
세훈 연락보내니,S-Target O
천우 연락보내니,S-Target O
설아 연락보내니,S-Target O
제니 연락보내니,S-Target O
소담 연락보내니,S-Target O
다솜 연락보내니,S-Target O
가이 연락보내니,S-Target O
규빈 연락보내니,S-Target O
그리 연락보내니,S-Target O
보담 연락보내니,S-Target O
가브리엘 연락보내니,S-Target O
수빈 연락보내니,S-Target O
동찬 연락보내니,S-Target O
성현 연락보내니,S-Target O
방지 연락보내니,S-Target O
형근이 연락보내니,S-Target O
이천우 연락보내니,S-Target O
이경원 연락보내니,S-Target O
박세훈 연락보내니,S-Target O
김민이 연락보내니,S-Target O
전화넣어주시겠습니까 소담한테,O S-Target
전화넣어주시겠습니까 민이,O S-Target
전화넣어주시겠습니까 경원,O S-Target
전화넣어주시겠습니까 세훈,O S-Target
전화넣어주시겠습니까 천우,O S-Target
전화넣어주시겠습니까 설아,O S-Target
전화넣어주시겠습니까 제니,O S-Target
전화넣어주시겠습니까 소담,O S-Target
전화넣어주시겠습니까 다솜,O S-Target
전화넣어주시겠습니까 가이,O S-Target
전화넣어주시겠습니까 규빈,O S-Target
전화넣어주시겠습니까 그리,O S-Target
전화넣어주시겠습니까 보담,O S-Target
전화넣어주시겠습니까 가브리엘,O S-Target
전화넣어주시겠습니까 수빈,O S-Target
전화넣어주시겠습니까 동찬,O S-Target
전화넣어주시겠습니까 성현,O S-Target
전화넣어주시겠습니까 방지,O S-Target
전화넣어주시겠습니까 형근이,O S-Target
전화넣어주시겠습니까 이천우,O S-Target
전화넣어주시겠습니까 이경원,O S-Target
전화넣어주시겠습니까 박세훈,O S-Target
전화넣어주시겠습니까 김민이,O S-Target
연락넣어봅시다 설아한테,O S-Target
연락넣어봅시다 민이,O S-Target
연락넣어봅시다 경원,O S-Target
연락넣어봅시다 세훈,O S-Target
연락넣어봅시다 천우,O S-Target
연락넣어봅시다 설아,O S-Target
연락넣어봅시다 제니,O S-Target
연락넣어봅시다 소담,O S-Target
연락넣어봅시다 다솜,O S-Target
연락넣어봅시다 가이,O S-Target
연락넣어봅시다 규빈,O S-Target
연락넣어봅시다 그리,O S-Target
연락넣어봅시다 보담,O S-Target
연락넣어봅시다 가브리엘,O S-Target
연락넣어봅시다 수빈,O S-Target
연락넣어봅시다 동찬,O S-Target
연락넣어봅시다 성현,O S-Target
연락넣어봅시다 방지,O S-Target
연락넣어봅시다 형근이,O S-Target
연락넣어봅시다 이천우,O S-Target
연락넣어봅시다 이경원,O S-Target
연락넣어봅시다 박세훈,O S-Target
연락넣어봅시다 김민이,O S-Target
무전쌔려봐주라 수빈,O S-Target
무전쌔려봐주라 민이,O S-Target
무전쌔려봐주라 경원,O S-Target
무전쌔려봐주라 세훈,O S-Target
무전쌔려봐주라 천우,O S-Target
무전쌔려봐주라 설아,O S-Target
무전쌔려봐주라 제니,O S-Target
무전쌔려봐주라 소담,O S-Target
무전쌔려봐주라 다솜,O S-Target
무전쌔려봐주라 가이,O S-Target
무전쌔려봐주라 규빈,O S-Target
무전쌔려봐주라 그리,O S-Target
무전쌔려봐주라 보담,O S-Target
무전쌔려봐주라 가브리엘,O S-Target
무전쌔려봐주라 동찬,O S-Target
무전쌔려봐주라 성현,O S-Target
무전쌔려봐주라 방지,O S-Target
무전쌔려봐주라 형근이,O S-Target
무전쌔려봐주라 이천우,O S-Target
무전쌔려봐주라 이경원,O S-Target
무전쌔려봐주라 박세훈,O S-Target
무전쌔려봐주라 김민이,O S-Target
설아한테 연락쌔려줘봐,S-Target O
민이 연락쌔려줘봐,S-Target O
경원 연락쌔려줘봐,S-Target O
세훈 연락쌔려줘봐,S-Target O
천우 연락쌔려줘봐,S-Target O
설아 연락쌔려줘봐,S-Target O
제니 연락쌔려줘봐,S-Target O
소담 연락쌔려줘봐,S-Target O
다솜 연락쌔려줘봐,S-Target O
가이 연락쌔려줘봐,S-Target O
규빈 연락쌔려줘봐,S-Target O
그리 연락쌔려줘봐,S-Target O
보담 연락쌔려줘봐,S-Target O
가브리엘 연락쌔려줘봐,S-Target O
수빈 연락쌔려줘봐,S-Target O
동찬 연락쌔려줘봐,S-Target O
성현 연락쌔려줘봐,S-Target O
방지 연락쌔려줘봐,S-Target O
형근이 연락쌔려줘봐,S-Target O
이천우 연락쌔려줘봐,S-Target O
이경원 연락쌔려줘봐,S-Target O
박세훈 연락쌔려줘봐,S-Target O
김민이 연락쌔려줘봐,S-Target O
연락남겨봐봐 하그리한테,O S-Target
연락남겨봐봐 민이,O S-Target
연락남겨봐봐 경원,O S-Target
연락남겨봐봐 세훈,O S-Target
연락남겨봐봐 천우,O S-Target
연락남겨봐봐 설아,O S-Target
연락남겨봐봐 제니,O S-Target
연락남겨봐봐 소담,O S-Target
연락남겨봐봐 다솜,O S-Target
연락남겨봐봐 가이,O S-Target
연락남겨봐봐 규빈,O S-Target
연락남겨봐봐 그리,O S-Target
연락남겨봐봐 보담,O S-Target
연락남겨봐봐 가브리엘,O S-Target
연락남겨봐봐 수빈,O S-Target
연락남겨봐봐 동찬,O S-Target
연락남겨봐봐 성현,O S-Target
연락남겨봐봐 방지,O S-Target
연락남겨봐봐 형근이,O S-Target
연락남겨봐봐 이천우,O S-Target
연락남겨봐봐 이경원,O S-Target
연락남겨봐봐 박세훈,O S-Target
연락남겨봐봐 김민이,O S-Target
전화세려쥬 이경원한테,O S-Target
전화세려쥬 민이,O S-Target
전화세려쥬 경원,O S-Target
전화세려쥬 세훈,O S-Target
전화세려쥬 천우,O S-Target
전화세려쥬 설아,O S-Target
전화세려쥬 제니,O S-Target
전화세려쥬 소담,O S-Target
전화세려쥬 다솜,O S-Target
전화세려쥬 가이,O S-Target
전화세려쥬 규빈,O S-Target
전화세려쥬 그리,O S-Target
전화세려쥬 보담,O S-Target
전화세려쥬 가브리엘,O S-Target
전화세려쥬 수빈,O S-Target
전화세려쥬 동찬,O S-Target
전화세려쥬 성현,O S-Target
전화세려쥬 방지,O S-Target
전화세려쥬 형근이,O S-Target
전화세려쥬 이천우,O S-Target
전화세려쥬 이경원,O S-Target
전화세려쥬 박세훈,O S-Target
전화세려쥬 김민이,O S-Target
김민이 무전보내자,S-Target O
민이 무전보내자,S-Target O
경원 무전보내자,S-Target O
세훈 무전보내자,S-Target O
천우 무전보내자,S-Target O
설아 무전보내자,S-Target O
제니 무전보내자,S-Target O
소담 무전보내자,S-Target O
다솜 무전보내자,S-Target O
가이 무전보내자,S-Target O
규빈 무전보내자,S-Target O
그리 무전보내자,S-Target O
보담 무전보내자,S-Target O
가브리엘 무전보내자,S-Target O
수빈 무전보내자,S-Target O
동찬 무전보내자,S-Target O
성현 무전보내자,S-Target O
방지 무전보내자,S-Target O
형근이 무전보내자,S-Target O
이천우 무전보내자,S-Target O
이경원 무전보내자,S-Target O
박세훈 무전보내자,S-Target O
전화넣었니 가이한테,O S-Target
전화넣었니 민이,O S-Target
전화넣었니 경원,O S-Target
전화넣었니 세훈,O S-Target
전화넣었니 천우,O S-Target
전화넣었니 설아,O S-Target
전화넣었니 제니,O S-Target
전화넣었니 소담,O S-Target
전화넣었니 다솜,O S-Target
전화넣었니 가이,O S-Target
전화넣었니 규빈,O S-Target
전화넣었니 그리,O S-Target
전화넣었니 보담,O S-Target
전화넣었니 가브리엘,O S-Target
전화넣었니 수빈,O S-Target
전화넣었니 동찬,O S-Target
전화넣었니 성현,O S-Target
전화넣었니 방지,O S-Target
전화넣었니 형근이,O S-Target
전화넣었니 이천우,O S-Target
전화넣었니 이경원,O S-Target
전화넣었니 박세훈,O S-Target
전화넣었니 김민이,O S-Target
무전쌔려주겠니 제니,O S-Target
무전쌔려주겠니 민이,O S-Target
무전쌔려주겠니 경원,O S-Target
무전쌔려주겠니 세훈,O S-Target
무전쌔려주겠니 천우,O S-Target
무전쌔려주겠니 설아,O S-Target
무전쌔려주겠니 소담,O S-Target
무전쌔려주겠니 다솜,O S-Target
무전쌔려주겠니 가이,O S-Target
무전쌔려주겠니 규빈,O S-Target
무전쌔려주겠니 그리,O S-Target
무전쌔려주겠니 보담,O S-Target
무전쌔려주겠니 가브리엘,O S-Target
무전쌔려주겠니 수빈,O S-Target
무전쌔려주겠니 동찬,O S-Target
무전쌔려주겠니 성현,O S-Target
무전쌔려주겠니 방지,O S-Target
무전쌔려주겠니 형근이,O S-Target
무전쌔려주겠니 이천우,O S-Target
무전쌔려주겠니 이경원,O S-Target
무전쌔려주겠니 박세훈,O S-Target
무전쌔려주겠니 김민이,O S-Target
연락보냈느냐 가이한테,O S-Target
연락보냈느냐 민이,O S-Target
연락보냈느냐 경원,O S-Target
연락보냈느냐 세훈,O S-Target
연락보냈느냐 천우,O S-Target
연락보냈느냐 설아,O S-Target
연락보냈느냐 제니,O S-Target
연락보냈느냐 소담,O S-Target
연락보냈느냐 다솜,O S-Target
연락보냈느냐 가이,O S-Target
연락보냈느냐 규빈,O S-Target
연락보냈느냐 그리,O S-Target
연락보냈느냐 보담,O S-Target
연락보냈느냐 가브리엘,O S-Target
연락보냈느냐 수빈,O S-Target
연락보냈느냐 동찬,O S-Target
연락보냈느냐 성현,O S-Target
연락보냈느냐 방지,O S-Target
연락보냈느냐 형근이,O S-Target
연락보냈느냐 이천우,O S-Target
연락보냈느냐 이경원,O S-Target
연락보냈느냐 박세훈,O S-Target
연락보냈느냐 김민이,O S-Target
통화놓았다 가브리엘,O S-Target
통화놓았다 민이,O S-Target
통화놓았다 경원,O S-Target
통화놓았다 세훈,O S-Target
통화놓았다 천우,O S-Target
통화놓았다 설아,O S-Target
통화놓았다 제니,O S-Target
통화놓았다 소담,O S-Target
통화놓았다 다솜,O S-Target
통화놓았다 가이,O S-Target
통화놓았다 규빈,O S-Target
통화놓았다 그리,O S-Target
통화놓았다 보담,O S-Target
통화놓았다 수빈,O S-Target
통화놓았다 동찬,O S-Target
통화놓았다 성현,O S-Target
통화놓았다 방지,O S-Target
통화놓았다 형근이,O S-Target
통화놓았다 이천우,O S-Target
통화놓았다 이경원,O S-Target
통화놓았다 박세훈,O S-Target
통화놓았다 김민이,O S-Target
전화합시다 이규빈한테,O S-Target
전화합시다 민이,O S-Target
전화합시다 경원,O S-Target
전화합시다 세훈,O S-Target
전화합시다 천우,O S-Target
전화합시다 설아,O S-Target
전화합시다 제니,O S-Target
전화합시다 소담,O S-Target
전화합시다 다솜,O S-Target
전화합시다 가이,O S-Target
전화합시다 규빈,O S-Target
전화합시다 그리,O S-Target
전화합시다 보담,O S-Target
전화합시다 가브리엘,O S-Target
전화합시다 수빈,O S-Target
전화합시다 동찬,O S-Target
전화합시다 성현,O S-Target
전화합시다 방지,O S-Target
전화합시다 형근이,O S-Target
전화합시다 이천우,O S-Target
전화합시다 이경원,O S-Target
전화합시다 박세훈,O S-Target
전화합시다 김민이,O S-Target
이천우 통화해보자고,S-Target O
민이 통화해보자고,S-Target O
경원 통화해보자고,S-Target O
세훈 통화해보자고,S-Target O
천우 통화해보자고,S-Target O
설아 통화해보자고,S-Target O
제니 통화해보자고,S-Target O
소담 통화해보자고,S-Target O
다솜 통화해보자고,S-Target O
가이 통화해보자고,S-Target O
규빈 통화해보자고,S-Target O
그리 통화해보자고,S-Target O
보담 통화해보자고,S-Target O
가브리엘 통화해보자고,S-Target O
수빈 통화해보자고,S-Target O
동찬 통화해보자고,S-Target O
성현 통화해보자고,S-Target O
방지 통화해보자고,S-Target O
형근이 통화해보자고,S-Target O
이경원 통화해보자고,S-Target O
박세훈 통화해보자고,S-Target O
김민이 통화해보자고,S-Target O
연락세려볼래 다솜한테,O S-Target
연락세려볼래 민이,O S-Target
연락세려볼래 경원,O S-Target
연락세려볼래 세훈,O S-Target
연락세려볼래 천우,O S-Target
연락세려볼래 설아,O S-Target
연락세려볼래 제니,O S-Target
연락세려볼래 소담,O S-Target
연락세려볼래 다솜,O S-Target
연락세려볼래 가이,O S-Target
연락세려볼래 규빈,O S-Target
연락세려볼래 그리,O S-Target
연락세려볼래 보담,O S-Target
연락세려볼래 가브리엘,O S-Target
연락세려볼래 수빈,O S-Target
연락세려볼래 동찬,O S-Target
연락세려볼래 성현,O S-Target
연락세려볼래 방지,O S-Target
연락세려볼래 형근이,O S-Target
연락세려볼래 이천우,O S-Target
연락세려볼래 이경원,O S-Target
연락세려볼래 박세훈,O S-Target
연락세려볼래 김민이,O S-Target
연락놓으니 다솜한테,O S-Target
연락놓으니 민이,O S-Target
연락놓으니 경원,O S-Target
연락놓으니 세훈,O S-Target
연락놓으니 천우,O S-Target
연락놓으니 설아,O S-Target
연락놓으니 제니,O S-Target
연락놓으니 소담,O S-Target
연락놓으니 다솜,O S-Target
연락놓으니 가이,O S-Target
연락놓으니 규빈,O S-Target
연락놓으니 그리,O S-Target
연락놓으니 보담,O S-Target
연락놓으니 가브리엘,O S-Target
연락놓으니 수빈,O S-Target
연락놓으니 동찬,O S-Target
연락놓으니 성현,O S-Target
연락놓으니 방지,O S-Target
연락놓으니 형근이,O S-Target
연락놓으니 이천우,O S-Target
연락놓으니 이경원,O S-Target
연락놓으니 박세훈,O S-Target
연락놓으니 김민이,O S-Target
김민이 통화해줄래,S-Target O
민이 통화해줄래,S-Target O
경원 통화해줄래,S-Target O
세훈 통화해줄래,S-Target O
천우 통화해줄래,S-Target O
설아 통화해줄래,S-Target O
제니 통화해줄래,S-Target O
소담 통화해줄래,S-Target O
다솜 통화해줄래,S-Target O
가이 통화해줄래,S-Target O
규빈 통화해줄래,S-Target O
그리 통화해줄래,S-Target O
보담 통화해줄래,S-Target O
가브리엘 통화해줄래,S-Target O
수빈 통화해줄래,S-Target O
동찬 통화해줄래,S-Target O
성현 통화해줄래,S-Target O
방지 통화해줄래,S-Target O
형근이 통화해줄래,S-Target O
이천우 통화해줄래,S-Target O
이경원 통화해줄래,S-Target O
박세훈 통화해줄래,S-Target O
이천우 무전넣어주실 수 있으십니까,S-Target O O O
민이 무전넣어주실 수 있으십니까,S-Target O O O
경원 무전넣어주실 수 있으십니까,S-Target O O O
세훈 무전넣어주실 수 있으십니까,S-Target O O O
천우 무전넣어주실 수 있으십니까,S-Target O O O
설아 무전넣어주실 수 있으십니까,S-Target O O O
제니 무전넣어주실 수 있으십니까,S-Target O O O
소담 무전넣어주실 수 있으십니까,S-Target O O O
다솜 무전넣어주실 수 있으십니까,S-Target O O O
가이 무전넣어주실 수 있으십니까,S-Target O O O
규빈 무전넣어주실 수 있으십니까,S-Target O O O
그리 무전넣어주실 수 있으십니까,S-Target O O O
보담 무전넣어주실 수 있으십니까,S-Target O O O
가브리엘 무전넣어주실 수 있으십니까,S-Target O O O
수빈 무전넣어주실 수 있으십니까,S-Target O O O
동찬 무전넣어주실 수 있으십니까,S-Target O O O
성현 무전넣어주실 수 있으십니까,S-Target O O O
방지 무전넣어주실 수 있으십니까,S-Target O O O
형근이 무전넣어주실 수 있으십니까,S-Target O O O
이경원 무전넣어주실 수 있으십니까,S-Target O O O
박세훈 무전넣어주실 수 있으십니까,S-Target O O O
김민이 무전넣어주실 수 있으십니까,S-Target O O O
하그리한테 전화세려줄래요,S-Target O
민이 전화세려줄래요,S-Target O
경원 전화세려줄래요,S-Target O
세훈 전화세려줄래요,S-Target O
천우 전화세려줄래요,S-Target O
설아 전화세려줄래요,S-Target O
제니 전화세려줄래요,S-Target O
소담 전화세려줄래요,S-Target O
다솜 전화세려줄래요,S-Target O
가이 전화세려줄래요,S-Target O
규빈 전화세려줄래요,S-Target O
그리 전화세려줄래요,S-Target O
보담 전화세려줄래요,S-Target O
가브리엘 전화세려줄래요,S-Target O
수빈 전화세려줄래요,S-Target O
동찬 전화세려줄래요,S-Target O
성현 전화세려줄래요,S-Target O
방지 전화세려줄래요,S-Target O
형근이 전화세려줄래요,S-Target O
이천우 전화세려줄래요,S-Target O
이경원 전화세려줄래요,S-Target O
박세훈 전화세려줄래요,S-Target O
김민이 전화세려줄래요,S-Target O
가브리엘 통화뿌셔주라,S-Target O
민이 통화뿌셔주라,S-Target O
경원 통화뿌셔주라,S-Target O
세훈 통화뿌셔주라,S-Target O
천우 통화뿌셔주라,S-Target O
설아 통화뿌셔주라,S-Target O
제니 통화뿌셔주라,S-Target O
소담 통화뿌셔주라,S-Target O
다솜 통화뿌셔주라,S-Target O
가이 통화뿌셔주라,S-Target O
규빈 통화뿌셔주라,S-Target O
그리 통화뿌셔주라,S-Target O
보담 통화뿌셔주라,S-Target O
수빈 통화뿌셔주라,S-Target O
동찬 통화뿌셔주라,S-Target O
성현 통화뿌셔주라,S-Target O
방지 통화뿌셔주라,S-Target O
형근이 통화뿌셔주라,S-Target O
이천우 통화뿌셔주라,S-Target O
이경원 통화뿌셔주라,S-Target O
박세훈 통화뿌셔주라,S-Target O
김민이 통화뿌셔주라,S-Target O
무전쌔리냐 박세훈,O S-Target
무전쌔리냐 민이,O S-Target
무전쌔리냐 경원,O S-Target
무전쌔리냐 세훈,O S-Target
무전쌔리냐 천우,O S-Target
무전쌔리냐 설아,O S-Target
무전쌔리냐 제니,O S-Target
무전쌔리냐 소담,O S-Target
무전쌔리냐 다솜,O S-Target
무전쌔리냐 가이,O S-Target
무전쌔리냐 규빈,O S-Target
무전쌔리냐 그리,O S-Target
무전쌔리냐 보담,O S-Target
무전쌔리냐 가브리엘,O S-Target
무전쌔리냐 수빈,O S-Target
무전쌔리냐 동찬,O S-Target
무전쌔리냐 성현,O S-Target
무전쌔리냐 방지,O S-Target
무전쌔리냐 형근이,O S-Target
무전쌔리냐 이천우,O S-Target
무전쌔리냐 이경원,O S-Target
무전쌔리냐 김민이,O S-Target
연락놓아봅시다 소담한테,O S-Target
연락놓아봅시다 민이,O S-Target
연락놓아봅시다 경원,O S-Target
연락놓아봅시다 세훈,O S-Target
연락놓아봅시다 천우,O S-Target
연락놓아봅시다 설아,O S-Target
연락놓아봅시다 제니,O S-Target
연락놓아봅시다 소담,O S-Target
연락놓아봅시다 다솜,O S-Target
연락놓아봅시다 가이,O S-Target
연락놓아봅시다 규빈,O S-Target
연락놓아봅시다 그리,O S-Target
연락놓아봅시다 보담,O S-Target
연락놓아봅시다 가브리엘,O S-Target
연락놓아봅시다 수빈,O S-Target
연락놓아봅시다 동찬,O S-Target
연락놓아봅시다 성현,O S-Target
연락놓아봅시다 방지,O S-Target
연락놓아봅시다 형근이,O S-Target
연락놓아봅시다 이천우,O S-Target
연락놓아봅시다 이경원,O S-Target
연락놓아봅시다 박세훈,O S-Target
연락놓아봅시다 김민이,O S-Target
연락놓아주시겠습니까 이규빈한테,O S-Target
연락놓아주시겠습니까 민이,O S-Target
연락놓아주시겠습니까 경원,O S-Target
연락놓아주시겠습니까 세훈,O S-Target
연락놓아주시겠습니까 천우,O S-Target
연락놓아주시겠습니까 설아,O S-Target
연락놓아주시겠습니까 제니,O S-Target
연락놓아주시겠습니까 소담,O S-Target
연락놓아주시겠습니까 다솜,O S-Target
연락놓아주시겠습니까 가이,O S-Target
연락놓아주시겠습니까 규빈,O S-Target
연락놓아주시겠습니까 그리,O S-Target
연락놓아주시겠습니까 보담,O S-Target
연락놓아주시겠습니까 가브리엘,O S-Target
연락놓아주시겠습니까 수빈,O S-Target
연락놓아주시겠습니까 동찬,O S-Target
연락놓아주시겠습니까 성현,O S-Target
연락놓아주시겠습니까 방지,O S-Target
연락놓아주시겠습니까 형근이,O S-Target
연락놓아주시겠습니까 이천우,O S-Target
연락놓아주시겠습니까 이경원,O S-Target
연락놓아주시겠습니까 박세훈,O S-Target
연락놓아주시겠습니까 김민이,O S-Target
가브리엘 통화보내주실 수 있나요,S-Target O O O
민이 통화보내주실 수 있나요,S-Target O O O
경원 통화보내주실 수 있나요,S-Target O O O
세훈 통화보내주실 수 있나요,S-Target O O O
천우 통화보내주실 수 있나요,S-Target O O O
설아 통화보내주실 수 있나요,S-Target O O O
제니 통화보내주실 수 있나요,S-Target O O O
소담 통화보내주실 수 있나요,S-Target O O O
다솜 통화보내주실 수 있나요,S-Target O O O
가이 통화보내주실 수 있나요,S-Target O O O
규빈 통화보내주실 수 있나요,S-Target O O O
그리 통화보내주실 수 있나요,S-Target O O O
보담 통화보내주실 수 있나요,S-Target O O O
수빈 통화보내주실 수 있나요,S-Target O O O
동찬 통화보내주실 수 있나요,S-Target O O O
성현 통화보내주실 수 있나요,S-Target O O O
방지 통화보내주실 수 있나요,S-Target O O O
형근이 통화보내주실 수 있나요,S-Target O O O
이천우 통화보내주실 수 있나요,S-Target O O O
이경원 통화보내주실 수 있나요,S-Target O O O
박세훈 통화보내주실 수 있나요,S-Target O O O
김민이 통화보내주실 수 있나요,S-Target O O O
김민이 통화때려주자,S-Target O
민이 통화때려주자,S-Target O
경원 통화때려주자,S-Target O
세훈 통화때려주자,S-Target O
천우 통화때려주자,S-Target O
설아 통화때려주자,S-Target O
제니 통화때려주자,S-Target O
소담 통화때려주자,S-Target O
다솜 통화때려주자,S-Target O
가이 통화때려주자,S-Target O
규빈 통화때려주자,S-Target O
그리 통화때려주자,S-Target O
보담 통화때려주자,S-Target O
가브리엘 통화때려주자,S-Target O
수빈 통화때려주자,S-Target O
동찬 통화때려주자,S-Target O
성현 통화때려주자,S-Target O
방지 통화때려주자,S-Target O
형근이 통화때려주자,S-Target O
이천우 통화때려주자,S-Target O
이경원 통화때려주자,S-Target O
박세훈 통화때려주자,S-Target O
전화뿌셔주겠니 소담한테,O S-Target
전화뿌셔주겠니 민이,O S-Target
전화뿌셔주겠니 경원,O S-Target
전화뿌셔주겠니 세훈,O S-Target
전화뿌셔주겠니 천우,O S-Target
전화뿌셔주겠니 설아,O S-Target
전화뿌셔주겠니 제니,O S-Target
전화뿌셔주겠니 소담,O S-Target
전화뿌셔주겠니 다솜,O S-Target
전화뿌셔주겠니 가이,O S-Target
전화뿌셔주겠니 규빈,O S-Target
전화뿌셔주겠니 그리,O S-Target
전화뿌셔주겠니 보담,O S-Target
전화뿌셔주겠니 가브리엘,O S-Target
전화뿌셔주겠니 수빈,O S-Target
전화뿌셔주겠니 동찬,O S-Target
전화뿌셔주겠니 성현,O S-Target
전화뿌셔주겠니 방지,O S-Target
전화뿌셔주겠니 형근이,O S-Target
전화뿌셔주겠니 이천우,O S-Target
전화뿌셔주겠니 이경원,O S-Target
전화뿌셔주겠니 박세훈,O S-Target
전화뿌셔주겠니 김민이,O S-Target
다솜한테 연락넣읍시다,S-Target O
민이 연락넣읍시다,S-Target O
경원 연락넣읍시다,S-Target O
세훈 연락넣읍시다,S-Target O
천우 연락넣읍시다,S-Target O
설아 연락넣읍시다,S-Target O
제니 연락넣읍시다,S-Target O
소담 연락넣읍시다,S-Target O
다솜 연락넣읍시다,S-Target O
가이 연락넣읍시다,S-Target O
규빈 연락넣읍시다,S-Target O
그리 연락넣읍시다,S-Target O
보담 연락넣읍시다,S-Target O
가브리엘 연락넣읍시다,S-Target O
수빈 연락넣읍시다,S-Target O
동찬 연락넣읍시다,S-Target O
성현 연락넣읍시다,S-Target O
방지 연락넣읍시다,S-Target O
형근이 연락넣읍시다,S-Target O
이천우 연락넣읍시다,S-Target O
이경원 연락넣읍시다,S-Target O
박세훈 연락넣읍시다,S-Target O
김민이 연락넣읍시다,S-Target O
이경원한테 전화때려봐,S-Target O
민이 전화때려봐,S-Target O
경원 전화때려봐,S-Target O
세훈 전화때려봐,S-Target O
천우 전화때려봐,S-Target O
설아 전화때려봐,S-Target O
제니 전화때려봐,S-Target O
소담 전화때려봐,S-Target O
다솜 전화때려봐,S-Target O
가이 전화때려봐,S-Target O
규빈 전화때려봐,S-Target O
그리 전화때려봐,S-Target O
보담 전화때려봐,S-Target O
가브리엘 전화때려봐,S-Target O
수빈 전화때려봐,S-Target O
동찬 전화때려봐,S-Target O
성현 전화때려봐,S-Target O
방지 전화때려봐,S-Target O
형근이 전화때려봐,S-Target O
이천우 전화때려봐,S-Target O
이경원 전화때려봐,S-Target O
박세훈 전화때려봐,S-Target O
김민이 전화때려봐,S-Target O
가브리엘 통화쌔릴까,S-Target O
민이 통화쌔릴까,S-Target O
경원 통화쌔릴까,S-Target O
세훈 통화쌔릴까,S-Target O
천우 통화쌔릴까,S-Target O
설아 통화쌔릴까,S-Target O
제니 통화쌔릴까,S-Target O
소담 통화쌔릴까,S-Target O
다솜 통화쌔릴까,S-Target O
가이 통화쌔릴까,S-Target O
규빈 통화쌔릴까,S-Target O
그리 통화쌔릴까,S-Target O
보담 통화쌔릴까,S-Target O
수빈 통화쌔릴까,S-Target O
동찬 통화쌔릴까,S-Target O
성현 통화쌔릴까,S-Target O
방지 통화쌔릴까,S-Target O
형근이 통화쌔릴까,S-Target O
이천우 통화쌔릴까,S-Target O
이경원 통화쌔릴까,S-Target O
박세훈 통화쌔릴까,S-Target O
김민이 통화쌔릴까,S-Target O
무전쌔려주련 박세훈,O S-Target
무전쌔려주련 민이,O S-Target
무전쌔려주련 경원,O S-Target
무전쌔려주련 세훈,O S-Target
무전쌔려주련 천우,O S-Target
무전쌔려주련 설아,O S-Target
무전쌔려주련 제니,O S-Target
무전쌔려주련 소담,O S-Target
무전쌔려주련 다솜,O S-Target
무전쌔려주련 가이,O S-Target
무전쌔려주련 규빈,O S-Target
무전쌔려주련 그리,O S-Target
무전쌔려주련 보담,O S-Target
무전쌔려주련 가브리엘,O S-Target
무전쌔려주련 수빈,O S-Target
무전쌔려주련 동찬,O S-Target
무전쌔려주련 성현,O S-Target
무전쌔려주련 방지,O S-Target
무전쌔려주련 형근이,O S-Target
무전쌔려주련 이천우,O S-Target
무전쌔려주련 이경원,O S-Target
무전쌔려주련 김민이,O S-Target
전화해야 겠어 다솜한테,O O S-Target
전화해야 겠어 민이,O O S-Target
전화해야 겠어 경원,O O S-Target
전화해야 겠어 세훈,O O S-Target
전화해야 겠어 천우,O O S-Target
전화해야 겠어 설아,O O S-Target
전화해야 겠어 제니,O O S-Target
전화해야 겠어 소담,O O S-Target
전화해야 겠어 다솜,O O S-Target
