question,label
셋째 주 노래 부르러 가기 일정 정해,B-Date E-Date B-Subject I-Subject E-Subject O S-Action
오월 첫째 주부터 넷째 주까지 등록하다,B-Date I-Date E-Date B-Date E-Date S-Action
28일 후 오후 네시 파티하기 일정 지정해주다,B-Date E-Date B-Time E-Time S-Subject O S-Action
셋째 주 식물에 물 주기 때리다,B-Date E-Date B-Subject I-Subject E-Subject S-Action
금요일 토요일 일요일 자정 이십삼분 전 퇴근 일정 울리다,B-Date I-Date E-Date B-Time I-Time E-Time S-Subject O S-Action
8월 첫째 주부터 마지막 주까지 일정 맞추다,B-Date I-Date E-Date B-Date E-Date O S-Action
일월 첫째 주 일정 지정해주다 휴가,B-Date I-Date E-Date O S-Action S-Subject
토요일 일요일 새벽 한시 26분쯤 넣다,B-Date E-Date B-Time I-Time E-Time S-Action
셋째 주 일정 지정해주다 휴가,B-Date E-Date O S-Action S-Subject
이천삼십년 팔월 9일 일정 알다 에버랜드 가기,B-Date I-Date E-Date O S-Action B-Subject E-Subject
셋째 주 잡다 산책하기,B-Date E-Date S-Action S-Subject
수요일 저녁 열두시 일정 울리다,S-Date B-Time E-Time O S-Action
이천이십삼년 십월 28일 일정 등록하다,B-Date I-Date E-Date O S-Action
8월 넷째 주 수요일부터 화요일까지 울리다,B-Date I-Date I-Date E-Date S-Date S-Action
목요일 20시 십구분쯤 노래 부르러 가기 일정 응답하다,S-Date B-Time E-Time B-Subject I-Subject E-Subject O S-Action
둘째 주 일정 지정해주다,B-Date E-Date O S-Action
이천이십사년 팔월 이십이일 일정 짜다,B-Date I-Date E-Date O S-Action
월요일 수요일 일정 등록하다,B-Date E-Date O S-Action
육월 마지막 주 일정 말해주다,B-Date I-Date E-Date O S-Action
2026년 사월 26일 지정해주다,B-Date I-Date E-Date S-Action
이천이십팔년 11월 육일부터 이천이십이년 삼월 팔일까지 설정하다,B-Date I-Date E-Date B-Date I-Date E-Date S-Action
12일 뒤 일정 과일 사 오기 짜다,B-Date E-Date O B-Subject I-Subject E-Subject S-Action
첫째 주 일정 잡다 세포 밥 주기,B-Date E-Date O S-Action B-Subject I-Subject E-Subject
화요일 일요일 7시 5분쯤 일정 알다 시내 가기,B-Date E-Date B-Time E-Time O S-Action B-Subject E-Subject
2021년 칠월 이십일 일정 울리다 부품 사러 가기,B-Date I-Date E-Date O S-Action B-Subject I-Subject E-Subject
오일 후 학원 가기 일정 올리다,B-Date E-Date B-Subject E-Subject O S-Action
월요일 금요일 일정 설정하다 연어 먹기,B-Date E-Date O S-Action B-Subject E-Subject
토요일부터 화요일까지 말해주다,S-Date S-Date S-Action
23일 뒤 일정 말해주다 퇴근,B-Date E-Date O S-Action S-Subject
사일 후 열네시 등록하다 해외여행,B-Date E-Date S-Time S-Action S-Subject
이천이십팔년 12월 이십오일 일정 말해주다 술 마시기,B-Date I-Date E-Date O S-Action B-Subject E-Subject
이천이십삼년 6월 20일부터 이천이십육년 일월 십삼일까지 산책하기 지정해주다,B-Date I-Date E-Date B-Date I-Date E-Date S-Subject S-Action
12월 십일 일정 추가하다,B-Date E-Date O S-Action
1월 넷째 주 울리다 피시방 가기,B-Date I-Date E-Date S-Action B-Subject E-Subject
넷째 주 월요일부터 토요일까지 일정 지정해주다,B-Date I-Date E-Date S-Date O S-Action
30일 후 오전 7시 노래 부르러 가기 일정 말해주다,B-Date E-Date B-Time E-Time B-Subject I-Subject E-Subject O S-Action
이천이십칠년 십월 14일 지정해주다 맥주 먹기,B-Date I-Date E-Date S-Action B-Subject E-Subject
금요일 13시 알다 전구 교체하기,S-Date S-Time S-Action B-Subject E-Subject
일요일 등록하다,S-Date S-Action
1월 셋째 주 화요일부터 목요일까지 빨래하기 실행하다,B-Date I-Date I-Date E-Date S-Date S-Subject S-Action
16일 후 시내 가기 올리다,B-Date E-Date B-Subject E-Subject S-Action
칠개월 뒤 잡다 맥주 먹기,B-Date E-Date S-Action B-Subject E-Subject
첫째 주 학교 가기 맞추다,B-Date E-Date B-Subject E-Subject S-Action
일월 둘째 주 일정 맞추다 방어 먹기,B-Date I-Date E-Date O S-Action B-Subject E-Subject
육월 14일 일정 카페 가기 올리다,B-Date E-Date O B-Subject E-Subject S-Action
구월 넷째 주 월요일부터 월요일까지 학원 가기 일정 때리다,B-Date I-Date I-Date E-Date S-Date B-Subject E-Subject O S-Action
월요일 수요일 목요일 맥주 먹기 일정 올리다,B-Date I-Date E-Date B-Subject E-Subject O S-Action
11일 후 한강 가기 알다,B-Date E-Date B-Subject E-Subject S-Action
이천이십팔년 십이월 17일 알다,B-Date I-Date E-Date S-Action
둘째 주 일정 회의 말해주다,B-Date E-Date O S-Subject S-Action
십이개월 후 일정 월차 올리다,B-Date E-Date O S-Subject S-Action
24일 뒤 13시 40분 방어 먹기 짜다,B-Date E-Date B-Time E-Time B-Subject E-Subject S-Action
마지막 주부터 넷째 주까지 전구 교체하기 지정해주다,B-Date E-Date B-Date E-Date B-Subject E-Subject S-Action
21일 알다,S-Date S-Action
첫째 주부터 셋째 주까지 일정 휴가 잡다,B-Date E-Date B-Date E-Date O S-Subject S-Action
31일 후 3시 일정 응답하다,B-Date E-Date S-Time O S-Action
십칠일 뒤 열한시 일분 물 마시기 말해주다,B-Date E-Date B-Time E-Time B-Subject E-Subject S-Action
삼월 둘째 주부터 넷째 주까지 일정 지정해주다,B-Date I-Date E-Date B-Date E-Date O S-Action
5월 넷째 주 공부하기 등록하다,B-Date I-Date E-Date S-Subject S-Action
6월 셋째 주 일정 등록하다 노래 부르러 가기,B-Date I-Date E-Date O S-Action B-Subject I-Subject E-Subject
첫째 주 에버랜드 가기 올리다,B-Date E-Date B-Subject E-Subject S-Action
둘째 주 응답하다 연어 먹기,B-Date E-Date S-Action B-Subject E-Subject
이천이십육년 십일월 19일 지정해주다 한강 가기,B-Date I-Date E-Date S-Action B-Subject E-Subject
월요일 일요일 지정해주다,B-Date E-Date S-Action
11일 뒤 일정 울리다,B-Date E-Date O S-Action
십일 뒤 10시 넣다,B-Date E-Date S-Time S-Action
4일 낮 1시 운동하러 가기 실행하다,S-Date B-Time E-Time B-Subject E-Subject S-Action
이천이십오년 삼월 십오일부터 이천이십일년 이월 24일까지 장 보기 일정 등록하다,B-Date I-Date E-Date B-Date I-Date E-Date B-Subject E-Subject O S-Action
금요일 23시 부품 사러 가기 설정하다,S-Date S-Time B-Subject I-Subject E-Subject S-Action
10월 셋째 주 일정 맞추다 카페 가기,B-Date I-Date E-Date O S-Action B-Subject E-Subject
월요일 화요일 오후 2시 52분 응답하다 연어 먹기,B-Date E-Date B-Time I-Time E-Time S-Action B-Subject E-Subject
이천이십삼년 8월 31일 추가하다,B-Date I-Date E-Date S-Action
8월 첫째 주 일정 설정하다 청소하기,B-Date I-Date E-Date O S-Action S-Subject
오월 마지막 주 일정 카페 가기 응답하다,B-Date I-Date E-Date O B-Subject E-Subject S-Action
사월 첫째 주 일정 짜다 출근하기,B-Date I-Date E-Date O S-Action S-Subject
팔월 마지막 주 게임하기 지정해주다,B-Date I-Date E-Date S-Subject S-Action
일월 둘째 주 울리다 춤추러 가기,B-Date I-Date E-Date S-Action B-Subject E-Subject
이주일 후 새벽 네시 일정 잡다,B-Date E-Date B-Time E-Time O S-Action
8월 사일 일정 산책하기 말해주다,B-Date E-Date O S-Subject S-Action
11월 셋째 주 헬스장 가기 등록하다,B-Date I-Date E-Date B-Subject E-Subject S-Action
오월 이십칠일부터 십이월 9일까지 회의 등록하다,B-Date E-Date B-Date E-Date S-Subject S-Action
4일 저녁 7시 사십칠분쯤 학교 가기 실행하다,S-Date B-Time I-Time E-Time B-Subject E-Subject S-Action
셋째 주 말해주다 출근하기,B-Date E-Date S-Action S-Subject
월요일부터 일요일까지 시내 가기 추가하다,S-Date S-Date B-Subject E-Subject S-Action
7월 셋째 주 공부하기 응답하다,B-Date I-Date E-Date S-Subject S-Action
넷째 주 일정 실행하다,B-Date E-Date O S-Action
3일 뒤 저녁 7시 49분 일정 실행하다 에버랜드 가기,B-Date E-Date B-Time I-Time E-Time O S-Action B-Subject E-Subject
수요일 때리다 출근하기,S-Date S-Action S-Subject
마지막 주 일정 넣다 운동하러 가기,B-Date E-Date O S-Action B-Subject E-Subject
토요일 일요일 18시 일정 세포 밥 주기 때리다,B-Date E-Date S-Time O B-Subject I-Subject E-Subject S-Action
이월 첫째 주부터 둘째 주까지 일정 공부하기 올리다,B-Date I-Date E-Date B-Date E-Date O S-Subject S-Action
금요일 일정 월차 실행하다,S-Date O S-Subject S-Action
엿새 후 월차 넣다,B-Date E-Date S-Subject S-Action
이천이십육년 2월 31일 전구 교체하기 지정해주다,B-Date I-Date E-Date B-Subject E-Subject S-Action
일요일부터 목요일까지 술 마시기 울리다,S-Date S-Date B-Subject E-Subject S-Action
십사일 뒤 일정 연어 먹기 응답하다,B-Date E-Date O B-Subject E-Subject S-Action
2024년 3월 17일 실행하다,B-Date I-Date E-Date S-Action
금일 뒤 일정 짜다 전구 교체하기,B-Date E-Date O S-Action B-Subject E-Subject
14일 후 맞추다 물 마시기,B-Date E-Date S-Action B-Subject E-Subject
일요일 아홉시 방어 먹기 때리다,S-Date S-Time B-Subject E-Subject S-Action
8월 첫째 주 일정 때리다 게임하기,B-Date I-Date E-Date O S-Action S-Subject
화요일 토요일 18시 6분 일정 정해,B-Date E-Date B-Time E-Time O S-Action
8월 넷째 주 말해주다,B-Date I-Date E-Date S-Action
10월 넷째 주 공부하기 울리다,B-Date I-Date E-Date S-Subject S-Action
셋째 주 게임하기 추가하다,B-Date E-Date S-Subject S-Action
이천이십일년 10월 십삼일부터 이천이십팔년 십월 칠일까지 짜다 전구 교체하기,B-Date I-Date E-Date B-Date I-Date E-Date S-Action B-Subject E-Subject
7일 후 자정 38분 맞추다,B-Date E-Time B-Time I-Time S-Action
구일 뒤 치과 가기 일정 응답하다,B-Date E-Date B-Subject E-Subject O S-Action
화요일 수요일 청소하기 실행하다,B-Date E-Date S-Subject S-Action
토요일 밥 먹기 등록하다,S-Date B-Subject E-Subject S-Action
오월 13일 일정 때리다 장 보기,B-Date E-Date O S-Action B-Subject E-Subject
토요일 17시 7분에 울리다 피시방 가기,S-Date B-Time E-Time S-Action B-Subject E-Subject
2월 둘째 주 일요일부터 토요일까지 올리다 산책하기,B-Date I-Date I-Date E-Date S-Date S-Action S-Subject
토요일 다섯시 일정 말해주다,S-Date S-Time O S-Action
이개월 뒤 일정 넣다 청소하기,B-Date E-Date O S-Action S-Subject
이천이십육년 이월 20일 일정 설정하다,B-Date I-Date E-Date O S-Action
월요일 화요일 수요일 일정 올리다 밥 먹기,B-Date I-Date E-Date O S-Action B-Subject E-Subject
2023년 6월 16일 일정 청소하기 등록하다,B-Date I-Date E-Date O S-Subject S-Action
십월 28일 에버랜드 가기 올리다,B-Date E-Date B-Subject E-Subject S-Action
목요일 일정 피시방 가기 때리다,S-Date O B-Subject E-Subject S-Action
화요일 수요일 금요일 일요일 학원 가기 말해주다,B-Date I-Date I-Date E-Date B-Subject E-Subject S-Action
일일 뒤 오전 6시 오십사분 세포 밥 주기 일정 설정하다,B-Date E-Date B-Time I-Time E-Time B-Subject I-Subject E-Subject O S-Action
토요일 일요일 밤 여덟시 삼십팔분에 설정하다 옷 사기,B-Date E-Date B-Time I-Time E-Time S-Action B-Subject E-Subject
칠월 넷째 주 휴가 일정 실행하다,B-Date I-Date E-Date S-Subject O S-Action
십일월 첫째 주 학원 가기 설정하다,B-Date I-Date E-Date B-Subject E-Subject S-Action
목요일 일요일 일정 잡다 춤추러 가기,B-Date E-Date O S-Action B-Subject E-Subject
사월 17일 일정 파티하기 설정하다,B-Date E-Date O S-Subject S-Action
팔월 셋째 주 넣다 공놀이하기,B-Date I-Date E-Date S-Action S-Subject
첫째 주 세포 밥 주기 일정 설정하다,B-Date E-Date B-Subject I-Subject E-Subject O S-Action
월요일 토요일 일정 춤추러 가기 등록하다,B-Date E-Date O B-Subject E-Subject S-Action
수요일 일요일 알다,B-Date E-Date S-Action
삼일 뒤 아홉시 빨래하기 실행하다,B-Date E-Date S-Time S-Subject S-Action
이월 첫째 주 금요일부터 목요일까지 짜다,B-Date I-Date I-Date E-Date S-Date S-Action
셋째 주 알다 방어 먹기,B-Date E-Date S-Action B-Subject E-Subject
이월 첫째 주 노래 부르러 가기 일정 설정하다,B-Date I-Date E-Date B-Subject I-Subject E-Subject O S-Action
둘째 주부터 마지막 주까지 공부하기 알다,B-Date E-Date B-Date E-Date S-Subject S-Action
사월 넷째 주부터 마지막 주까지 연어 먹기 때리다,B-Date I-Date E-Date B-Date E-Date B-Subject E-Subject S-Action
17일 후 10시 산책하기 넣다,B-Date E-Date S-Time S-Subject S-Action
이천이십팔년 12월 18일부터 2030년 4월 삼일까지 출근하기 응답하다,B-Date I-Date E-Date B-Date I-Date E-Date S-Subject S-Action
목요일 게임하기 일정 넣다,S-Date S-Subject O S-Action
삼월 마지막 주 일정 잡다 해외여행,B-Date I-Date E-Date O S-Action S-Subject
5일 후 정해,B-Date E-Date S-Action
월요일 목요일 금요일 토요일 낮 열두시 춤추러 가기 일정 정해,B-Date I-Date I-Date E-Date B-Time E-Time B-Subject E-Subject O S-Action
8월 둘째 주부터 셋째 주까지 등산하러 가기 지정해주다,B-Date I-Date E-Date B-Date E-Date B-Subject E-Subject S-Action
22일 후 일정 실행하다 장 보기,B-Date E-Date O S-Action B-Subject E-Subject
셋째 주부터 주까지 정해 카페 가기,B-Date E-Date E-Date S-Action B-Subject E-Subject
6월 이십일일 일정 치과 가기 추가하다,B-Date E-Date O B-Subject E-Subject S-Action
화요일 지정해주다,S-Date S-Action
토요일 시내 가기 실행하다,S-Date B-Subject E-Subject S-Action
월요일 목요일 토요일 22시 응답하다,B-Date I-Date E-Date S-Time S-Action
목요일 여섯시 일정 연어 먹기 올리다,S-Date S-Time O B-Subject E-Subject S-Action
칠개월 뒤 정해 산책하기,B-Date E-Date S-Action S-Subject
목요일 일요일 때리다,B-Date E-Date S-Action
3월 셋째 주 일정 피시방 가기 말해주다,B-Date I-Date E-Date O B-Subject E-Subject S-Action
2023년 3월 십삼일 노래 부르러 가기 맞추다,B-Date I-Date E-Date B-Subject I-Subject E-Subject S-Action
6월 첫째 주 장 보기 정해,B-Date I-Date E-Date B-Subject E-Subject S-Action
16일 뒤 21시 이십팔분에 일정 때리다,B-Date E-Date B-Time E-Time O S-Action
팔월 마지막 주 일정 맞추다,B-Date I-Date E-Date O S-Action
이십칠일 후 열시 일정 잡다,B-Date E-Date S-Time O S-Action
이천이십사년 5월 1일부터 이천이십일년 육월 이십칠일까지 공놀이하기 일정 실행하다,B-Date I-Date E-Date B-Date I-Date E-Date S-Subject O S-Action
칠일 뒤 일정 여행 가기 넣다,B-Date E-Date O B-Subject E-Subject S-Action
십오일 낮 9시 일정 운동하러 가기 울리다,S-Date B-Time E-Time O B-Subject E-Subject S-Action
이십삼일 후 12시 삼십육분 일정 짜다,B-Date E-Date B-Time E-Time O S-Action
글피 일정 운동하러 가기 울리다,S-Date O B-Subject E-Subject S-Action
22일 뒤 실행하다 맥주 먹기,B-Date E-Date S-Action B-Subject E-Subject
칠월 셋째 주 시내 가기 일정 때리다,B-Date I-Date E-Date B-Subject E-Subject O S-Action
이천이십사년 3월 이십구일부터 이천이십구년 칠월 6일까지 올리다 출근하기,B-Date I-Date E-Date B-Date I-Date E-Date S-Action S-Subject
십일월 첫째 주 일요일부터 수요일까지 일정 등록하다,B-Date I-Date I-Date E-Date S-Date O S-Action
20일 뒤 아침 네시 산책하기 올리다,B-Date E-Date B-Time E-Time S-Subject S-Action
금요일부터 목요일까지 월차 설정하다,S-Date S-Date S-Subject S-Action
금요일 일정 등록하다,S-Date O S-Action
일요일 24시 넣다 출근하기,S-Date S-Time S-Action S-Subject
십월 둘째 주 등산하러 가기 일정 지정해주다,B-Date I-Date E-Date B-Subject E-Subject O S-Action
마지막 주부터 넷째 주까지 카페 가기 설정하다,B-Date E-Date B-Date E-Date B-Subject E-Subject S-Action
이월 이십칠일부터 12월 삼일까지 장 보기 일정 지정해주다,B-Date E-Date B-Date E-Date B-Subject E-Subject O S-Action
이월 첫째 주 일정 응답하다 장 보기,B-Date I-Date E-Date O S-Action B-Subject E-Subject
3월 십삼일 말해주다,B-Date E-Date S-Action
18일 뒤 일정 때리다 한강 가기,B-Date E-Date O S-Action B-Subject E-Subject
이천이십사년 12월 십삼일 춤추러 가기 말해주다,B-Date I-Date E-Date B-Subject E-Subject S-Action
금요일 토요일 15시 이분 일정 잡다,B-Date E-Date B-Time E-Time O S-Action
셋째 주 응답하다 월차,B-Date E-Date S-Action S-Subject
육월 넷째 주 수요일부터 월요일까지 파티하기 일정 때리다,B-Date I-Date I-Date E-Date S-Date S-Subject O S-Action
구월 14일 맥주 먹기 일정 설정하다,B-Date E-Date B-Subject E-Subject O S-Action
이월 마지막 주 피시방 가기 일정 지정해주다,B-Date I-Date E-Date B-Subject E-Subject O S-Action
5일 뒤 식물에 물 주기 설정하다,B-Date E-Date B-Subject I-Subject E-Subject S-Action
이십이일 후 일정 짜다,B-Date E-Date O S-Action
23일 17시 36분에 일정 말해주다 노래 부르러 가기,S-Date B-Time E-Time O S-Action B-Subject I-Subject E-Subject
둘째 주 짜다 공놀이하기,B-Date E-Date S-Action S-Subject
23일 후 일정 응답하다,B-Date E-Date O S-Action
첫째 주 회의 추가하다,B-Date E-Date S-Subject S-Action
화요일 목요일 이십사시 30분 세포 밥 주기 짜다,B-Date E-Date B-Time E-Time B-Subject I-Subject E-Subject S-Action
둘째 주부터 셋째 주까지 해외여행 말해주다,B-Date E-Date B-Date E-Date S-Subject S-Action
팔월 첫째 주 잡다,B-Date I-Date E-Date S-Action
목요일 금요일 14시 40분쯤 설정하다 공부하기,B-Date E-Date B-Time E-Time S-Action S-Subject
둘째 주 치과 가기 응답하다,B-Date E-Date B-Subject E-Subject S-Action
목요일 금요일 새벽 일곱시 삼십칠분 일정 올리다,B-Date E-Date B-Time I-Time E-Time O S-Action
십월 첫째 주부터 마지막 주까지 설정하다,B-Date I-Date E-Date B-Date E-Date S-Action
2027년 7월 3일 일정 춤추러 가기 설정하다,B-Date I-Date E-Date O B-Subject E-Subject S-Action
구월 15일 설정하다 월차,B-Date E-Date S-Action S-Subject
셋째 주부터 넷째 주까지 전구 교체하기 잡다,B-Date E-Date B-Date E-Date B-Subject E-Subject S-Action
27일 후 시내 가기 알다,B-Date E-Date B-Subject E-Subject S-Action
31일 후 열일곱시 59분 일정 말해주다 퇴근,B-Date E-Date B-Time E-Time O S-Action S-Subject
이천이십구년 칠월 8일 파티하기 맞추다,B-Date I-Date E-Date S-Subject S-Action
14일 뒤 5시 일정 퇴근 알다,B-Date E-Date S-Time O S-Subject S-Action
10월 마지막 주 수요일부터 화요일까지 일정 전구 교체하기 넣다,B-Date I-Date I-Date E-Date S-Date O B-Subject E-Subject S-Action
오늘 울리다 과일 사 오기,S-Date S-Action B-Subject I-Subject E-Subject
십이월 넷째 주 일정 지정해주다 물 마시기,B-Date I-Date E-Date O S-Action B-Subject E-Subject
넷째 주 일정 지정해주다 출근하기,B-Date E-Date O S-Action S-Subject
월요일 금요일 밥 먹기 울리다,B-Date E-Date B-Subject E-Subject S-Action
팔월 넷째 주 화요일부터 월요일까지 노래 부르러 가기 실행하다,B-Date I-Date I-Date E-Date S-Date B-Subject I-Subject E-Subject S-Action
십일개월 뒤 과일 사 오기 일정 말해주다,B-Date E-Date B-Subject I-Subject E-Subject O S-Action
십오일 후 일정 넣다,B-Date E-Date O S-Action
십일월 15일 회의 설정하다,B-Date E-Date S-Subject S-Action
14일 울리다,S-Date S-Action
셋째 주 월차 맞추다,B-Date E-Date S-Subject S-Action
첫째 주부터 마지막 주까지 식물에 물 주기 잡다,B-Date E-Date B-Date E-Date B-Subject I-Subject E-Subject S-Action
수요일 금요일 토요일 세포 밥 주기 설정하다,B-Date I-Date E-Date B-Subject I-Subject E-Subject S-Action
토요일 낮 4시 오십칠분에 춤추러 가기 말해주다,S-Date B-Time I-Time E-Time B-Subject E-Subject S-Action
7일 뒤 5시 일정 청소하기 정해,B-Date E-Date S-Time O S-Subject S-Action
이천삼십년 12월 이십칠일 일정 울리다,B-Date I-Date E-Date O S-Action
이일 일정 정해,S-Date O S-Action
이개월 뒤 일정 춤추러 가기 넣다,B-Date E-Date O B-Subject E-Subject S-Action
화요일 금요일 일요일 일정 카페 가기 설정하다,B-Date I-Date E-Date O B-Subject E-Subject S-Action
월요일 화요일 18시 청소하기 일정 설정하다,B-Date E-Date S-Time S-Subject O S-Action
11일 치과 가기 때리다,S-Date B-Subject E-Subject S-Action
15일 뒤 열한시 삼십분 세포 밥 주기 실행하다,B-Date E-Date B-Time E-Time B-Subject I-Subject E-Subject S-Action
칠월 오일 파티하기 응답하다,B-Date E-Date S-Subject S-Action
육일 후 1시 11분 일정 정해,B-Date E-Date B-Time E-Time O S-Action
7월 첫째 주 물 마시기 응답하다,B-Date I-Date E-Date B-Subject E-Subject S-Action
17일 일정 넣다,S-Date O S-Action
첫째 주 일정 올리다,B-Date E-Date O S-Action
7월 넷째 주 알다,B-Date I-Date E-Date S-Action
월요일 24시 이십사분 에버랜드 가기 일정 때리다,S-Date B-Time E-Time B-Subject E-Subject O S-Action
첫째 주 때리다 월차,B-Date E-Date S-Action S-Subject
이천이십육년 일월 15일 지정해주다,B-Date I-Date E-Date S-Action
7월 20일 말해주다,B-Date E-Date S-Action
둘째 주 방어 먹기 넣다,B-Date E-Date B-Subject E-Subject S-Action
화요일 토요일 헬스장 가기 일정 응답하다,B-Date E-Date B-Subject E-Subject O S-Action
7월 둘째 주 전구 교체하기 등록하다,B-Date I-Date E-Date B-Subject E-Subject S-Action
11월 둘째 주 일정 학교 가기 넣다,B-Date I-Date E-Date O B-Subject E-Subject S-Action
수요일 금요일 이십삼시 일분쯤 청소하기 등록하다,B-Date E-Date B-Time E-Time S-Subject S-Action
2026년 칠월 11일 올리다 운동하러 가기,B-Date I-Date E-Date S-Action B-Subject E-Subject
구월 첫째 주부터 둘째 주까지 물 마시기 때리다,B-Date I-Date E-Date B-Date E-Date B-Subject E-Subject S-Action
넷째 주 일정 울리다,B-Date E-Date O S-Action
금요일부터 화요일까지 부품 사러 가기 맞추다,S-Date S-Date B-Subject I-Subject E-Subject S-Action
이천삼십년 십일월 이십오일 추가하다,B-Date I-Date E-Date S-Action
2월 마지막 주 물 마시기 지정해주다,B-Date I-Date E-Date B-Subject E-Subject S-Action
2022년 오월 이십육일부터 이천이십삼년 9월 1일까지 일정 산책하기 맞추다,B-Date I-Date E-Date B-Date I-Date E-Date O S-Subject S-Action
31일 열일곱시 게임하기 등록하다,S-Date S-Time S-Subject S-Action
수요일 낮 열두시 56분에 일정 설정하다,S-Date B-Time I-Time E-Time O S-Action
29일 후 물 마시기 올리다,B-Date E-Date B-Subject E-Subject S-Action
넷째 주부터 첫째 주까지 실행하다,B-Date E-Date B-Date E-Date S-Action
오늘 일정 산책하기 울리다,S-Date O S-Subject S-Action
이천이십삼년 삼월 20일 일정 올리다 게임하기,B-Date I-Date E-Date O S-Action S-Subject
이천이십삼년 구월 이십오일 휴가 추가하다,B-Date I-Date E-Date S-Subject S-Action
2027년 십일월 십사일부터 이천이십육년 6월 일일까지 일정 정해 빨래하기,B-Date I-Date E-Date B-Date I-Date E-Date O S-Action S-Subject
사개월 후 일정 부품 사러 가기 때리다,B-Date E-Date O B-Subject I-Subject E-Subject S-Action
첫째 주 일정 한강 가기 등록하다,B-Date E-Date O B-Subject E-Subject S-Action
월요일 금요일 새벽 세시 일정 연어 먹기 응답하다,B-Date E-Date B-Time E-Time O B-Subject E-Subject S-Action
삼월 넷째 주부터 마지막 주까지 말해주다 파티하기,B-Date I-Date E-Date B-Date E-Date S-Action S-Subject
금요일 5시 33분쯤 부품 사러 가기 등록하다,S-Date B-Time E-Time B-Subject I-Subject E-Subject S-Action
넷째 주 옷 사기 등록하다,B-Date E-Date B-Subject E-Subject S-Action
넷째 주 등록하다 회의,B-Date E-Date S-Action S-Subject
첫째 주부터 둘째 주까지 출근하기 정해,B-Date E-Date B-Date E-Date S-Subject S-Action
팔개월 후 일정 정해 등산하러 가기,B-Date E-Date O S-Action B-Subject E-Subject
2024년 4월 28일부터 이천이십육년 십일월 삼십일까지 말해주다,B-Date I-Date E-Date B-Date I-Date E-Date S-Action
육월 마지막 주 실행하다 공놀이하기,B-Date I-Date E-Date S-Action S-Subject
8월 20일 물 마시기 일정 울리다,B-Date E-Date B-Subject E-Subject O S-Action
26일 후 열일곱시 일정 실행하다,B-Date E-Date S-Time O S-Action
2023년 6월 십팔일 일정 지정해주다,B-Date I-Date E-Date O S-Action
화요일 학교 가기 일정 알다,S-Date B-Subject E-Subject O S-Action
토요일 일정 말해주다,S-Date O S-Action
21일 뒤 15시 해외여행 짜다,B-Date E-Date S-Time S-Subject S-Action
셋째 주 금요일부터 목요일까지 빨래하기 일정 말해주다,B-Date I-Date E-Date S-Date S-Subject O S-Action
5월 마지막 주 해외여행 때리다,B-Date I-Date E-Date S-Subject S-Action
십월 셋째 주부터 둘째 주까지 물 마시기 일정 짜다,B-Date I-Date E-Date B-Date E-Date B-Subject E-Subject O S-Action
2024년 6월 일일 때리다,B-Date I-Date E-Date S-Action
월요일부터 수요일까지 일정 짜다 학원 가기,S-Date S-Date O S-Action B-Subject E-Subject
수요일 일요일 열아홉시 짜다 청소하기,B-Date E-Date S-Time S-Action S-Subject
셋째 주 금요일부터 화요일까지 일정 실행하다 한강 가기,B-Date I-Date E-Date S-Date O S-Action B-Subject E-Subject
이천이십육년 7월 일일부터 2023년 오일까지 일정 등록하다 전구 교체하기,B-Date I-Date E-Date B-Date E-Date O S-Action B-Subject E-Subject
사월 첫째 주 화요일부터 수요일까지 청소하기 지정해주다,B-Date I-Date I-Date E-Date S-Date S-Subject S-Action
십이개월 뒤 등산하러 가기 일정 넣다,B-Date E-Date B-Subject E-Subject O S-Action
26일 후 해외여행 짜다,B-Date E-Date S-Subject S-Action
토요일 밤 8시 학원 가기 넣다,S-Date B-Time E-Time B-Subject E-Subject S-Action
목요일부터 목요일까지 연어 먹기 넣다,S-Date S-Date B-Subject E-Subject S-Action
셋째 주부터 첫째 주까지 일정 짜다,B-Date E-Date B-Date E-Date O S-Action
이십삼일 뒤 열네시 일정 공놀이하기 맞추다,B-Date E-Date S-Time O S-Subject S-Action
마지막 주 정해,B-Date E-Date S-Action
수요일 금요일 18시 일정 설정하다 공놀이하기,B-Date E-Date S-Time O S-Action S-Subject
31일 22시 일정 등산하러 가기 정해,S-Date S-Time O B-Subject E-Subject S-Action
21일 게임하기 넣다,S-Date S-Subject S-Action
삼십일 일정 넣다 밥 먹기,S-Date O S-Action B-Subject E-Subject
2월 셋째 주 일정 알다,B-Date I-Date E-Date O S-Action
5일 뒤 20시 오십분 등록하다 카페 가기,B-Date E-Date B-Time E-Time S-Action B-Subject E-Subject
월요일 목요일 금요일 에버랜드 가기 잡다,B-Date I-Date E-Date B-Subject E-Subject S-Action
금요일 일요일 밤 다섯시 35분에 알다 맥주 먹기,B-Date E-Date B-Time I-Time E-Time S-Action B-Subject E-Subject
이천이십칠년 8월 9일 때리다,B-Date I-Date E-Date S-Action
2030년 삼월 20일 일정 지정해주다,B-Date I-Date E-Date O S-Action
10월 일일 일정 추가하다 여행 가기,B-Date E-Date O S-Action B-Subject E-Subject
마지막 주부터 넷째 주까지 일정 여행 가기 울리다,B-Date E-Date B-Date E-Date O B-Subject E-Subject S-Action
토요일부터 토요일까지 정해,S-Date S-Date S-Action
목요일 금요일 일요일 새벽 12시 일정 맥주 먹기 등록하다,B-Date I-Date E-Date B-Time E-Time O B-Subject E-Subject S-Action
